Brand,Product_name,Product_rating,Product_attributes,
Black Girl Sunscreen,Black Girl Sunscreen SPF 30,4.6,Alcohol-free;Paraben-free;Silicone-free;Sulfate-free;Allergen-free;Fragrance-free;Eczema-Safe
Black Girl Sunscreen,BGS Kids SPF 50,4.8,Alcohol-free;Paraben-free;Silicone-free;Sulfate-free;Allergen-free;Fragrance-free;Eczema-Safe
Black Girl Sunscreen,Make it Matte SPF 45,3.5,Alcohol-free;Paraben-free;Silicone-free;Sulfate-free;Allergen-free;Fragrance-free;Non-comedogenic;Eczema-Safe
Black Girl Sunscreen,Make it Hybrid SPF 50,0.0,Alcohol-free;Paraben-free;Silicone-free;Sulfate-free;Allergen-free;Fragrance-free
